Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
80,0,Male,Female,Yes,Single,26.3,Grandfather,Granddaughter,Grandfather-Granddaughter
30,37,Male,Male,No,Single,20.4,Roommate,Roommate,Unrelated
61,67,Male,Female,Yes,Married,25.7,Husband,Wife,Husband-Wife
28,10,Female,Male,Yes,Married,13.2,Mother,Son,Mother-Son
53,63,Female,Female,No,Single,20.6,Roommate,Roommate,Unrelated
6,5,Male,Female,Yes,Single,4.1,Brother,Sister,Brother-Sister
75,18,Female,Female,Yes,Single,26.9,Grandmother,Granddaughter,Grandmother-Granddaughter
48,12,Male,Female,Yes,Married,13.4,Father,Daughter,Father-Daughter
29,10,Male,Female,Yes,Married,26.2,Father,Daughter,Father-Daughter
27,36,Male,Female,Yes,Married,23.4,Husband,Wife,Husband-Wife
30,4,Female,Female,Yes,Single,8.3,Mother,Daughter,Mother-Daughter
61,27,Male,Male,No,Single,28.0,Roommate,Roommate,Unrelated
31,3,Male,Female,Yes,Married,1.7,Father,Daughter,Father-Daughter
80,13,Female,Female,Yes,Divorced,3.0,Grandmother,Granddaughter,Grandmother-Granddaughter
61,18,Female,Female,Yes,Divorced,2.7,Mother,Daughter,Mother-Daughter
28,10,Male,Female,Yes,Single,18.7,Father,Daughter,Father-Daughter
37,36,Male,Male,Yes,Single,24.7,Brother,Brother,Brother-Brother
49,20,Male,Male,Yes,Divorced,26.4,Father,Son,Father-Son
47,44,Female,Female,Yes,Single,22.2,Sister,Sister,Sister-Sister
50,46,Male,Female,Yes,Married,26.9,Husband,Wife,Husband-Wife
58,62,Male,Female,Yes,Married,3.5,Husband,Wife,Husband-Wife
19,16,Female,Female,Yes,Single,2.9,Sister,Sister,Sister-Sister
80,15,Female,Female,Yes,Divorced,18.6,Grandmother,Granddaughter,Grandmother-Granddaughter
86,21,Male,Female,Yes,Divorced,6.0,Grandfather,Granddaughter,Grandfather-Granddaughter
40,43,Male,Female,Yes,Single,7.0,Brother,Sister,Brother-Sister
26,38,Male,Female,No,Single,20.3,Roommate,Roommate,Unrelated
30,12,Female,Female,Yes,Widowed,24.8,Mother,Daughter,Mother-Daughter
89,3,Female,Male,Yes,Divorced,22.5,Grandmother,Grandson,Grandmother-Grandson
51,11,Male,Male,Yes,Divorced,2.9,Grandfather,Grandson,Grandfather-Grandson
35,10,Female,Male,Yes,Single,12.6,Mother,Son,Mother-Son
20,25,Female,Female,Yes,Single,2.1,Sister,Sister,Sister-Sister
85,6,Female,Male,Yes,Widowed,27.2,Grandmother,Grandson,Grandmother-Grandson
34,61,Female,Male,Yes,Single,25.0,Roommate,Roommate,Unrelated
64,46,Male,Female,No,Single,27.3,Roommate,Roommate,Unrelated
37,18,Male,Female,Yes,Married,14.7,Father,Daughter,Father-Daughter
45,53,Male,Male,Yes,Single,20.1,Brother,Brother,Brother-Brother
90,18,Female,Male,Yes,Divorced,1.3,Grandmother,Grandson,Grandmother-Grandson
27,18,Female,Female,Yes,Single,21.7,Sister,Sister,Sister-Sister
56,16,Female,Male,Yes,Single,22.6,Grandmother,Grandson,Grandmother-Grandson
73,27,Male,Male,Yes,Widowed,17.8,Grandfather,Grandson,Grandfather-Grandson
46,48,Male,Male,Yes,Single,6.5,Brother,Brother,Brother-Brother
70,35,Male,Male,Yes,Married,20.7,Grandfather,Grandson,Grandfather-Grandson
77,3,Female,Female,Yes,Divorced,29.5,Grandmother,Granddaughter,Grandmother-Granddaughter
77,28,Male,Female,Yes,Divorced,19.7,Grandfather,Granddaughter,Grandfather-Granddaughter
57,22,Female,Female,Yes,Divorced,16.1,Grandmother,Granddaughter,Grandmother-Granddaughter
86,1,Male,Male,Yes,Single,6.4,Grandfather,Grandson,Grandfather-Grandson
68,38,Male,Female,Yes,Widowed,16.1,Father,Daughter,Father-Daughter
35,28,Male,Female,Yes,Single,25.5,Brother,Sister,Brother-Sister
32,30,Female,Male,No,Single,3.8,Roommate,Roommate,Unrelated
47,47,Male,Female,Yes,Married,8.7,Husband,Wife,Husband-Wife
44,21,Male,Male,Yes,Married,26.1,Father,Son,Father-Son
53,7,Female,Male,Yes,Divorced,15.9,Mother,Son,Mother-Son
54,48,Female,Female,Yes,Single,7.8,Sister,Sister,Sister-Sister
50,51,Female,Female,Yes,Single,7.6,Sister,Sister,Sister-Sister
10,5,Female,Female,Yes,Single,12.1,Sister,Sister,Sister-Sister
20,22,Female,Female,Yes,Single,23.3,Sister,Sister,Sister-Sister
37,5,Male,Female,Yes,Widowed,18.6,Father,Daughter,Father-Daughter
69,60,Male,Female,Yes,Married,8.8,Husband,Wife,Husband-Wife
65,15,Female,Female,Yes,Widowed,11.4,Grandmother,Granddaughter,Grandmother-Granddaughter
21,31,Male,Female,Yes,Married,9.5,Husband,Wife,Husband-Wife
69,31,Male,Male,Yes,Divorced,6.9,Grandfather,Grandson,Grandfather-Grandson
44,45,Male,Female,Yes,Single,20.3,Brother,Sister,Brother-Sister
86,34,Female,Female,Yes,Widowed,29.8,Grandmother,Granddaughter,Grandmother-Granddaughter
52,9,Female,Male,Yes,Single,12.1,Grandmother,Grandson,Grandmother-Grandson
51,52,Male,Female,Yes,Married,14.0,Husband,Wife,Husband-Wife
39,42,Male,Female,Yes,Married,9.1,Husband,Wife,Husband-Wife
59,14,Male,Female,Yes,Single,19.6,Grandfather,Granddaughter,Grandfather-Granddaughter
68,29,Male,Male,Yes,Widowed,23.6,Grandfather,Grandson,Grandfather-Grandson
25,28,Female,Female,Yes,Single,19.6,Sister,Sister,Sister-Sister
65,17,Female,Male,Yes,Widowed,12.2,Grandmother,Grandson,Grandmother-Grandson
35,37,Male,Female,Yes,Married,24.7,Husband,Wife,Husband-Wife
78,30,Male,Male,Yes,Widowed,9.7,Grandfather,Grandson,Grandfather-Grandson
7,17,Male,Male,Yes,Single,14.9,Brother,Brother,Brother-Brother
84,47,Male,Female,Yes,Single,28.4,Grandfather,Granddaughter,Grandfather-Granddaughter
51,47,Male,Female,Yes,Single,29.7,Brother,Sister,Brother-Sister
51,12,Female,Male,Yes,Divorced,22.9,Mother,Son,Mother-Son
39,13,Male,Male,Yes,Single,20.1,Father,Son,Father-Son
26,0,Female,Female,Yes,Divorced,28.5,Mother,Daughter,Mother-Daughter
60,55,Female,Female,No,Single,23.3,Roommate,Roommate,Unrelated
59,68,Male,Female,Yes,Married,22.9,Husband,Wife,Husband-Wife
43,14,Female,Female,Yes,Single,6.9,Mother,Daughter,Mother-Daughter
44,33,Male,Female,Yes,Married,10.8,Husband,Wife,Husband-Wife
25,37,Male,Female,Yes,Married,9.4,Husband,Wife,Husband-Wife
8,2,Male,Male,Yes,Single,3.2,Brother,Brother,Brother-Brother
9,15,Male,Male,Yes,Single,10.0,Brother,Brother,Brother-Brother
61,38,Male,Female,Yes,Widowed,22.4,Father,Daughter,Father-Daughter
34,15,Female,Male,Yes,Married,5.7,Mother,Son,Mother-Son
11,11,Female,Female,Yes,Single,5.4,Sister,Sister,Sister-Sister
65,6,Male,Male,Yes,Widowed,25.4,Grandfather,Grandson,Grandfather-Grandson
7,1,Male,Male,Yes,Single,11.4,Brother,Brother,Brother-Brother
48,0,Male,Female,Yes,Widowed,11.7,Father,Daughter,Father-Daughter
51,20,Female,Male,Yes,Divorced,20.0,Mother,Son,Mother-Son
72,1,Male,Male,Yes,Married,3.0,Grandfather,Grandson,Grandfather-Grandson
50,8,Female,Male,Yes,Divorced,9.4,Grandmother,Grandson,Grandmother-Grandson
48,51,Male,Male,Yes,Single,2.5,Brother,Brother,Brother-Brother
56,70,Male,Female,No,Single,2.8,Roommate,Roommate,Unrelated
53,21,Female,Male,No,Single,17.6,Roommate,Roommate,Unrelated
44,53,Male,Female,Yes,Married,29.0,Husband,Wife,Husband-Wife
30,42,Male,Female,Yes,Married,2.2,Husband,Wife,Husband-Wife
77,10,Male,Female,Yes,Married,3.3,Grandfather,Granddaughter,Grandfather-Granddaughter
61,13,Female,Male,Yes,Widowed,26.7,Mother,Son,Mother-Son
24,34,Male,Female,Yes,Single,3.2,Brother,Sister,Brother-Sister
48,22,Female,Female,Yes,Widowed,24.9,Mother,Daughter,Mother-Daughter
52,48,Female,Female,Yes,Single,15.6,Sister,Sister,Sister-Sister
67,28,Male,Female,Yes,Divorced,8.4,Grandfather,Granddaughter,Grandfather-Granddaughter
52,59,Male,Female,Yes,Married,14.6,Husband,Wife,Husband-Wife
35,8,Male,Male,Yes,Single,15.2,Father,Son,Father-Son
89,37,Female,Female,Yes,Widowed,5.5,Grandmother,Granddaughter,Grandmother-Granddaughter
32,41,Male,Female,Yes,Married,19.0,Husband,Wife,Husband-Wife
52,2,Male,Male,Yes,Married,28.0,Grandfather,Grandson,Grandfather-Grandson
53,55,Male,Male,Yes,Single,1.7,Brother,Brother,Brother-Brother
56,17,Male,Female,Yes,Divorced,26.4,Father,Daughter,Father-Daughter
42,4,Female,Male,Yes,Divorced,28.8,Mother,Son,Mother-Son
56,19,Male,Male,Yes,Widowed,2.8,Father,Son,Father-Son
72,13,Male,Female,Yes,Divorced,22.7,Grandfather,Granddaughter,Grandfather-Granddaughter
45,17,Male,Female,Yes,Single,11.5,Father,Daughter,Father-Daughter
33,34,Male,Male,Yes,Single,11.8,Brother,Brother,Brother-Brother
58,20,Male,Female,Yes,Married,18.9,Father,Daughter,Father-Daughter
63,44,Male,Male,Yes,Divorced,5.8,Father,Son,Father-Son
29,0,Female,Female,Yes,Divorced,29.3,Mother,Daughter,Mother-Daughter
34,69,Male,Female,No,Single,7.9,Roommate,Roommate,Unrelated
37,12,Male,Female,Yes,Divorced,19.8,Father,Daughter,Father-Daughter
23,54,Male,Male,No,Single,5.5,Roommate,Roommate,Unrelated
19,20,Male,Male,No,Single,23.0,Roommate,Roommate,Unrelated
71,9,Male,Female,Yes,Widowed,15.3,Grandfather,Granddaughter,Grandfather-Granddaughter
62,35,Male,Female,Yes,Widowed,2.3,Father,Daughter,Father-Daughter
51,8,Female,Female,Yes,Married,14.4,Grandmother,Granddaughter,Grandmother-Granddaughter
34,16,Female,Female,Yes,Married,17.6,Mother,Daughter,Mother-Daughter
53,59,Male,Female,Yes,Married,4.8,Husband,Wife,Husband-Wife
59,58,Male,Female,Yes,Married,8.5,Husband,Wife,Husband-Wife
46,16,Male,Male,Yes,Widowed,25.2,Father,Son,Father-Son
59,23,Female,Male,Yes,Divorced,0.9,Mother,Son,Mother-Son
30,5,Male,Male,Yes,Widowed,18.5,Father,Son,Father-Son
24,31,Male,Female,Yes,Married,10.9,Husband,Wife,Husband-Wife
39,46,Male,Female,Yes,Single,3.7,Brother,Sister,Brother-Sister
18,12,Male,Male,Yes,Single,25.2,Brother,Brother,Brother-Brother
74,1,Male,Male,Yes,Widowed,25.7,Grandfather,Grandson,Grandfather-Grandson
80,19,Male,Male,Yes,Widowed,12.5,Grandfather,Grandson,Grandfather-Grandson
16,13,Male,Female,Yes,Single,17.9,Brother,Sister,Brother-Sister
39,47,Male,Female,Yes,Married,6.8,Husband,Wife,Husband-Wife
52,32,Female,Male,No,Single,1.7,Roommate,Roommate,Unrelated
30,9,Female,Male,Yes,Widowed,15.8,Mother,Son,Mother-Son
49,24,Male,Male,Yes,Single,25.7,Father,Son,Father-Son
49,8,Female,Female,Yes,Divorced,4.5,Mother,Daughter,Mother-Daughter
53,10,Female,Female,Yes,Widowed,22.1,Grandmother,Granddaughter,Grandmother-Granddaughter
28,6,Male,Male,Yes,Married,15.3,Father,Son,Father-Son
38,9,Female,Female,Yes,Widowed,29.0,Mother,Daughter,Mother-Daughter
51,45,Male,Female,Yes,Married,25.8,Husband,Wife,Husband-Wife
35,32,Male,Female,Yes,Married,15.8,Husband,Wife,Husband-Wife
39,36,Male,Male,Yes,Single,16.3,Brother,Brother,Brother-Brother
36,59,Female,Male,No,Single,9.0,Roommate,Roommate,Unrelated
40,45,Male,Male,Yes,Single,2.9,Brother,Brother,Brother-Brother
33,14,Female,Female,Yes,Married,21.7,Mother,Daughter,Mother-Daughter
62,1,Female,Female,Yes,Married,19.9,Grandmother,Granddaughter,Grandmother-Granddaughter
59,55,Female,Female,Yes,Single,24.3,Sister,Sister,Sister-Sister
52,0,Male,Male,Yes,Divorced,17.7,Grandfather,Grandson,Grandfather-Grandson
35,34,Male,Male,Yes,Single,9.7,Brother,Brother,Brother-Brother
41,8,Male,Male,Yes,Single,10.0,Father,Son,Father-Son
58,67,Male,Female,Yes,Single,17.4,Brother,Sister,Brother-Sister
38,5,Male,Male,Yes,Married,11.6,Father,Son,Father-Son
46,12,Male,Female,Yes,Divorced,10.7,Father,Daughter,Father-Daughter
27,53,Female,Female,No,Single,16.2,Roommate,Roommate,Unrelated
32,26,Male,Female,Yes,Single,16.8,Brother,Sister,Brother-Sister
75,27,Male,Male,Yes,Widowed,23.8,Grandfather,Grandson,Grandfather-Grandson
31,38,Male,Male,Yes,Single,23.3,Brother,Brother,Brother-Brother
61,54,Male,Female,Yes,Married,11.0,Husband,Wife,Husband-Wife
77,21,Female,Male,Yes,Divorced,21.3,Grandmother,Grandson,Grandmother-Grandson
52,25,Female,Male,Yes,Single,28.4,Mother,Son,Mother-Son
43,25,Male,Male,Yes,Widowed,6.4,Father,Son,Father-Son
59,63,Male,Female,Yes,Married,3.9,Husband,Wife,Husband-Wife
86,2,Male,Female,Yes,Single,11.8,Grandfather,Granddaughter,Grandfather-Granddaughter
70,54,Female,Male,No,Single,12.3,Roommate,Roommate,Unrelated
85,33,Female,Male,Yes,Married,2.0,Grandmother,Grandson,Grandmother-Grandson
64,0,Female,Male,Yes,Widowed,6.7,Mother,Son,Mother-Son
61,6,Male,Male,Yes,Married,2.6,Grandfather,Grandson,Grandfather-Grandson
82,22,Male,Male,Yes,Divorced,18.9,Grandfather,Grandson,Grandfather-Grandson
10,7,Female,Female,Yes,Single,24.4,Sister,Sister,Sister-Sister
28,8,Male,Female,Yes,Widowed,5.7,Father,Daughter,Father-Daughter
59,7,Female,Male,Yes,Widowed,3.8,Grandmother,Grandson,Grandmother-Grandson
54,47,Male,Female,Yes,Married,1.0,Husband,Wife,Husband-Wife
28,3,Female,Male,Yes,Married,2.5,Mother,Son,Mother-Son
52,3,Female,Female,Yes,Single,23.2,Mother,Daughter,Mother-Daughter
57,17,Female,Male,Yes,Single,6.9,Mother,Son,Mother-Son
43,46,Male,Male,Yes,Single,25.8,Brother,Brother,Brother-Brother
25,33,Male,Female,Yes,Single,20.7,Brother,Sister,Brother-Sister
65,31,Female,Male,Yes,Married,22.8,Mother,Son,Mother-Son
61,26,Male,Female,Yes,Widowed,28.9,Grandfather,Granddaughter,Grandfather-Granddaughter
30,1,Female,Male,Yes,Married,26.3,Mother,Son,Mother-Son
87,16,Female,Female,Yes,Married,10.6,Grandmother,Granddaughter,Grandmother-Granddaughter
37,50,Male,Female,No,Single,5.2,Roommate,Roommate,Unrelated
28,3,Male,Female,Yes,Married,15.3,Father,Daughter,Father-Daughter
36,32,Male,Female,Yes,Married,4.3,Husband,Wife,Husband-Wife
68,9,Male,Male,Yes,Married,12.4,Grandfather,Grandson,Grandfather-Grandson
52,54,Female,Female,No,Single,4.5,Roommate,Roommate,Unrelated
26,4,Female,Female,Yes,Married,6.5,Mother,Daughter,Mother-Daughter
32,6,Male,Male,Yes,Married,24.6,Father,Son,Father-Son
55,50,Male,Male,Yes,Single,27.0,Brother,Brother,Brother-Brother
57,21,Female,Male,Yes,Widowed,29.4,Mother,Son,Mother-Son
36,8,Female,Female,Yes,Single,24.3,Mother,Daughter,Mother-Daughter
36,23,Male,Male,No,Single,1.7,Roommate,Roommate,Unrelated
73,8,Male,Male,Yes,Divorced,12.7,Grandfather,Grandson,Grandfather-Grandson
65,14,Male,Female,Yes,Widowed,19.7,Father,Daughter,Father-Daughter
41,32,Male,Female,Yes,Married,1.8,Husband,Wife,Husband-Wife
9,8,Male,Female,Yes,Single,12.2,Brother,Sister,Brother-Sister
35,8,Male,Male,Yes,Divorced,29.6,Father,Son,Father-Son
61,2,Male,Female,Yes,Single,4.9,Father,Daughter,Father-Daughter
87,7,Male,Female,Yes,Single,4.2,Grandfather,Granddaughter,Grandfather-Granddaughter
85,50,Male,Female,Yes,Single,17.1,Grandfather,Granddaughter,Grandfather-Granddaughter
45,15,Female,Female,Yes,Single,16.8,Mother,Daughter,Mother-Daughter
21,14,Male,Male,Yes,Single,13.3,Brother,Brother,Brother-Brother
50,9,Female,Female,Yes,Divorced,22.3,Grandmother,Granddaughter,Grandmother-Granddaughter
80,38,Male,Male,Yes,Single,13.3,Grandfather,Grandson,Grandfather-Grandson
58,23,Male,Female,Yes,Married,26.1,Grandfather,Granddaughter,Grandfather-Granddaughter
47,21,Male,Female,Yes,Widowed,24.1,Father,Daughter,Father-Daughter
49,42,Female,Female,No,Single,9.5,Roommate,Roommate,Unrelated
90,47,Female,Female,Yes,Divorced,11.8,Grandmother,Granddaughter,Grandmother-Granddaughter
16,23,Female,Female,Yes,Single,10.4,Sister,Sister,Sister-Sister
16,14,Male,Male,Yes,Single,6.7,Brother,Brother,Brother-Brother
60,18,Female,Male,Yes,Widowed,10.2,Grandmother,Grandson,Grandmother-Grandson
59,11,Female,Female,Yes,Single,17.9,Grandmother,Granddaughter,Grandmother-Granddaughter
26,36,Male,Female,Yes,Married,8.3,Husband,Wife,Husband-Wife
32,8,Male,Female,Yes,Divorced,7.3,Father,Daughter,Father-Daughter
40,31,Female,Male,No,Single,24.7,Roommate,Roommate,Unrelated
31,8,Female,Male,Yes,Single,24.9,Mother,Son,Mother-Son
54,49,Female,Female,Yes,Single,28.6,Sister,Sister,Sister-Sister
32,33,Female,Female,Yes,Single,10.7,Sister,Sister,Sister-Sister
60,58,Male,Male,No,Single,16.9,Roommate,Roommate,Unrelated
67,68,Male,Female,No,Single,1.1,Roommate,Roommate,Unrelated
44,60,Male,Female,No,Single,3.4,Roommate,Roommate,Unrelated
85,8,Female,Male,Yes,Single,8.5,Grandmother,Grandson,Grandmother-Grandson
51,54,Male,Male,Yes,Single,7.9,Brother,Brother,Brother-Brother
78,35,Male,Male,Yes,Married,24.1,Grandfather,Grandson,Grandfather-Grandson
47,55,Male,Male,Yes,Single,12.1,Brother,Brother,Brother-Brother
52,7,Male,Female,Yes,Widowed,23.6,Grandfather,Granddaughter,Grandfather-Granddaughter
66,0,Male,Female,Yes,Married,2.8,Father,Daughter,Father-Daughter
31,34,Male,Female,Yes,Single,9.4,Brother,Sister,Brother-Sister
75,40,Male,Male,Yes,Married,28.5,Grandfather,Grandson,Grandfather-Grandson
52,13,Female,Female,Yes,Single,9.5,Grandmother,Granddaughter,Grandmother-Granddaughter
61,3,Male,Female,Yes,Widowed,21.1,Grandfather,Granddaughter,Grandfather-Granddaughter
65,26,Male,Male,Yes,Widowed,16.7,Grandfather,Grandson,Grandfather-Grandson
10,7,Male,Female,Yes,Single,29.0,Brother,Sister,Brother-Sister
42,42,Male,Female,Yes,Single,20.5,Brother,Sister,Brother-Sister
54,13,Female,Female,Yes,Single,9.0,Grandmother,Granddaughter,Grandmother-Granddaughter
30,21,Male,Female,Yes,Single,9.5,Brother,Sister,Brother-Sister
53,2,Female,Male,Yes,Married,17.2,Mother,Son,Mother-Son
90,17,Female,Female,Yes,Widowed,5.0,Grandmother,Granddaughter,Grandmother-Granddaughter
55,19,Female,Male,No,Single,5.4,Roommate,Roommate,Unrelated
49,47,Female,Female,Yes,Single,22.8,Sister,Sister,Sister-Sister
30,25,Male,Male,Yes,Single,23.0,Brother,Brother,Brother-Brother
59,20,Male,Female,Yes,Single,3.3,Grandfather,Granddaughter,Grandfather-Granddaughter
8,0,Male,Female,Yes,Single,11.0,Brother,Sister,Brother-Sister
50,14,Female,Male,Yes,Widowed,16.7,Grandmother,Grandson,Grandmother-Grandson
11,3,Male,Female,Yes,Single,6.9,Brother,Sister,Brother-Sister
61,36,Male,Female,Yes,Single,10.5,Father,Daughter,Father-Daughter
35,16,Male,Male,Yes,Single,16.2,Father,Son,Father-Son
86,38,Female,Male,Yes,Widowed,1.4,Grandmother,Grandson,Grandmother-Grandson
41,42,Male,Female,Yes,Single,18.0,Brother,Sister,Brother-Sister
18,13,Female,Female,Yes,Single,20.9,Sister,Sister,Sister-Sister
60,0,Male,Female,Yes,Married,26.4,Father,Daughter,Father-Daughter
69,41,Male,Female,Yes,Single,13.9,Father,Daughter,Father-Daughter
32,5,Male,Female,Yes,Widowed,17.7,Father,Daughter,Father-Daughter
47,24,Male,Male,Yes,Divorced,27.0,Father,Son,Father-Son
67,41,Male,Male,Yes,Divorced,2.8,Father,Son,Father-Son
30,25,Male,Female,Yes,Single,2.3,Brother,Sister,Brother-Sister
58,34,Female,Male,Yes,Married,23.7,Mother,Son,Mother-Son
46,56,Female,Female,Yes,Single,13.1,Sister,Sister,Sister-Sister
5,4,Male,Female,Yes,Single,4.4,Brother,Sister,Brother-Sister
50,12,Female,Female,Yes,Married,27.5,Grandmother,Granddaughter,Grandmother-Granddaughter
45,6,Female,Male,Yes,Married,25.6,Mother,Son,Mother-Son
66,15,Female,Male,Yes,Married,19.3,Grandmother,Grandson,Grandmother-Grandson
84,46,Male,Male,Yes,Widowed,9.4,Grandfather,Grandson,Grandfather-Grandson
76,16,Female,Male,Yes,Divorced,22.0,Grandmother,Grandson,Grandmother-Grandson
40,38,Female,Female,Yes,Single,21.8,Sister,Sister,Sister-Sister
82,47,Male,Male,Yes,Divorced,13.4,Grandfather,Grandson,Grandfather-Grandson
47,9,Female,Female,Yes,Married,13.3,Mother,Daughter,Mother-Daughter
47,41,Male,Female,Yes,Single,19.7,Brother,Sister,Brother-Sister
56,37,Female,Female,Yes,Divorced,9.6,Mother,Daughter,Mother-Daughter
43,21,Male,Male,Yes,Married,7.8,Father,Son,Father-Son
64,16,Female,Female,Yes,Divorced,8.5,Mother,Daughter,Mother-Daughter
32,3,Female,Female,Yes,Single,4.6,Mother,Daughter,Mother-Daughter
46,24,Male,Female,Yes,Widowed,7.3,Father,Daughter,Father-Daughter
74,31,Female,Male,Yes,Single,19.8,Grandmother,Grandson,Grandmother-Grandson
65,21,Female,Female,Yes,Widowed,22.0,Grandmother,Granddaughter,Grandmother-Granddaughter
51,6,Male,Male,Yes,Married,26.3,Grandfather,Grandson,Grandfather-Grandson
24,23,Male,Male,Yes,Single,18.7,Brother,Brother,Brother-Brother
46,38,Male,Female,Yes,Married,12.5,Husband,Wife,Husband-Wife
39,29,Female,Female,Yes,Single,23.0,Sister,Sister,Sister-Sister
58,61,Male,Male,Yes,Single,29.1,Brother,Brother,Brother-Brother
33,9,Male,Female,Yes,Widowed,24.1,Father,Daughter,Father-Daughter
56,28,Female,Female,Yes,Married,23.1,Mother,Daughter,Mother-Daughter
30,37,Female,Female,Yes,Single,8.7,Sister,Sister,Sister-Sister
61,26,Male,Male,Yes,Single,21.2,Grandfather,Grandson,Grandfather-Grandson
65,1,Female,Male,Yes,Widowed,28.5,Grandmother,Grandson,Grandmother-Grandson
53,0,Male,Male,Yes,Widowed,13.8,Grandfather,Grandson,Grandfather-Grandson
58,10,Male,Female,Yes,Widowed,13.8,Grandfather,Granddaughter,Grandfather-Granddaughter
20,58,Male,Male,No,Single,14.8,Roommate,Roommate,Unrelated
68,6,Male,Female,Yes,Married,24.6,Grandfather,Granddaughter,Grandfather-Granddaughter
38,66,Female,Male,No,Single,7.3,Roommate,Roommate,Unrelated
37,0,Female,Male,Yes,Single,13.0,Mother,Son,Mother-Son
54,43,Male,Female,Yes,Married,2.0,Husband,Wife,Husband-Wife
86,29,Male,Female,Yes,Divorced,18.6,Grandfather,Granddaughter,Grandfather-Granddaughter
45,26,Male,Female,Yes,Divorced,9.7,Father,Daughter,Father-Daughter
51,63,Male,Female,Yes,Married,17.5,Husband,Wife,Husband-Wife
40,12,Male,Female,Yes,Married,8.2,Father,Daughter,Father-Daughter
26,30,Male,Female,Yes,Married,1.0,Husband,Wife,Husband-Wife
27,36,Female,Female,Yes,Single,8.1,Sister,Sister,Sister-Sister
50,30,Male,Female,Yes,Widowed,16.8,Father,Daughter,Father-Daughter
60,54,Female,Female,Yes,Single,12.9,Sister,Sister,Sister-Sister
32,5,Female,Female,Yes,Widowed,18.2,Mother,Daughter,Mother-Daughter
39,59,Female,Female,No,Single,9.7,Roommate,Roommate,Unrelated
14,11,Female,Female,Yes,Single,13.3,Sister,Sister,Sister-Sister
42,43,Male,Female,Yes,Single,16.5,Brother,Sister,Brother-Sister
27,23,Female,Female,Yes,Single,18.9,Sister,Sister,Sister-Sister
27,30,Male,Male,Yes,Single,5.3,Brother,Brother,Brother-Brother
48,38,Male,Female,Yes,Single,28.8,Brother,Sister,Brother-Sister
67,44,Female,Male,No,Single,10.0,Roommate,Roommate,Unrelated
78,22,Male,Male,Yes,Single,17.8,Grandfather,Grandson,Grandfather-Grandson
67,56,Male,Female,Yes,Married,21.8,Husband,Wife,Husband-Wife
34,16,Female,Female,Yes,Married,29.8,Mother,Daughter,Mother-Daughter
35,0,Male,Female,Yes,Single,6.6,Father,Daughter,Father-Daughter
73,23,Female,Female,Yes,Widowed,25.0,Grandmother,Granddaughter,Grandmother-Granddaughter
28,4,Female,Male,Yes,Widowed,14.1,Mother,Son,Mother-Son
61,7,Female,Female,Yes,Widowed,16.2,Grandmother,Granddaughter,Grandmother-Granddaughter
7,16,Male,Female,Yes,Single,26.8,Brother,Sister,Brother-Sister
64,14,Female,Female,Yes,Married,5.1,Grandmother,Granddaughter,Grandmother-Granddaughter
43,42,Male,Male,Yes,Single,4.7,Brother,Brother,Brother-Brother
52,34,Female,Female,Yes,Married,16.2,Mother,Daughter,Mother-Daughter
54,7,Male,Female,Yes,Single,19.2,Grandfather,Granddaughter,Grandfather-Granddaughter
59,17,Female,Female,Yes,Divorced,0.8,Grandmother,Granddaughter,Grandmother-Granddaughter
31,13,Male,Female,Yes,Widowed,2.3,Father,Daughter,Father-Daughter
54,2,Male,Female,Yes,Divorced,17.6,Grandfather,Granddaughter,Grandfather-Granddaughter
37,26,Female,Male,No,Single,21.7,Roommate,Roommate,Unrelated
42,43,Female,Female,Yes,Single,10.1,Sister,Sister,Sister-Sister
21,19,Male,Female,Yes,Married,4.8,Husband,Wife,Husband-Wife
45,54,Male,Male,No,Single,20.3,Roommate,Roommate,Unrelated
49,50,Male,Female,Yes,Married,23.8,Husband,Wife,Husband-Wife
58,18,Female,Male,Yes,Widowed,25.3,Grandmother,Grandson,Grandmother-Grandson
50,48,Male,Male,Yes,Single,24.2,Brother,Brother,Brother-Brother
9,3,Male,Male,Yes,Single,18.9,Brother,Brother,Brother-Brother
33,27,Female,Female,Yes,Single,24.2,Sister,Sister,Sister-Sister
60,34,Female,Female,Yes,Widowed,23.8,Mother,Daughter,Mother-Daughter
48,40,Male,Female,Yes,Married,8.9,Husband,Wife,Husband-Wife
51,7,Female,Female,Yes,Married,19.7,Grandmother,Granddaughter,Grandmother-Granddaughter
56,4,Male,Female,Yes,Divorced,26.3,Grandfather,Granddaughter,Grandfather-Granddaughter
66,18,Male,Female,Yes,Single,20.2,Grandfather,Granddaughter,Grandfather-Granddaughter
80,0,Male,Male,Yes,Married,3.1,Grandfather,Grandson,Grandfather-Grandson
62,55,Male,Female,No,Single,6.7,Roommate,Roommate,Unrelated
77,4,Female,Male,Yes,Married,12.2,Grandmother,Grandson,Grandmother-Grandson
52,23,Female,Male,Yes,Widowed,22.1,Mother,Son,Mother-Son
75,3,Female,Female,Yes,Widowed,1.2,Grandmother,Granddaughter,Grandmother-Granddaughter
9,13,Female,Female,Yes,Single,14.8,Sister,Sister,Sister-Sister
38,45,Female,Female,Yes,Single,25.4,Sister,Sister,Sister-Sister
