order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,,scj,Aalopuri,Vadapav,Panipuri,Frankie,sandwich,Cd coffee,,,,
476,02-02-2023,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Morning,Thursday,,,,,,,,,,,
477,2/13/2023,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Midnight,2/13/2023,,,,,,,,,,,
478,12/27/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,12/27/2022,,,,,,,,,,,
479,2/13/2023,Sandwich,Fastfood,60,11,660,Cash,Mrs.,Afternoon,2/13/2023,,,,,,,,,,,
480,10-02-2022,Vadapav,Fastfood,20,12,240,Cash,Mr.,Evening,Thursday,,,,,,,,,,,
481,10/29/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Evening,10/29/2022,,,,,,,,,,,
482,1/31/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Afternoon,1/31/2023,,,,,,,,,,,
483,4/27/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Morning,4/27/2022,,,,,,,,,,,
484,3/21/2023,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Afternoon,3/21/2023,,,,,,,,,,,
485,2/26/2023,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Midnight,2/26/2023,,,,,,,,,,,
486,2/14/2023,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Midnight,2/14/2023,,,,,,,,,,,
487,5/27/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Midnight,5/27/2022,,,,,,,,,,,
488,9/21/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Midnight,9/21/2022,,,,,,,,,,,
489,02-03-2023,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,Thursday,,,,,,,,,,,
490,12/26/2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Morning,12/26/2022,,,,,,,,,,,
491,5/31/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Midnight,5/31/2022,,,,,,,,,,,
492,07-11-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,
493,10-02-2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Morning,Thursday,,,,,,,,,,,
494,1/14/2023,Cold coffee,Beverages,40,10,400,Cash,Mrs.,Night,1/14/2023,,,,,,,,,,,
495,10/20/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Midnight,10/20/2022,,,,,,,,,,,
496,11-07-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Night,Monday,,,,,,,,,,,
497,1/25/2023,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight,1/25/2023,,,,,,,,,,,
498,6/16/2022,Frankie,Fastfood,50,1,50,Cash,Mr.,Midnight,6/16/2022,,,,,,,,,,,
499,7/27/2022,Sandwich,Fastfood,60,8,480,Online,Mrs.,Evening,7/27/2022,,,,,,,,,,,
500,04-08-2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,
501,08-09-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Afternoon,Thursday,,,,,,,,,,,
502,01-04-2023,Panipuri,Fastfood,20,13,260,Online,Mr.,Night,Saturday,,,,,,,,,,,
503,11-04-2022,Aalopuri,Fastfood,20,13,260,Cash,Mrs.,Morning,Monday,,,,,,,,,,,
504,12-09-2022,Cold coffee,Beverages,40,8,320,Cash,Mr.,Evening,Monday,,,,,,,,,,,
505,02-12-2023,Frankie,Fastfood,50,4,200,Cash,Mr.,Night,Saturday,,,,,,,,,,,
506,12/26/2022,Cold coffee,Beverages,40,12,480,Cash,Mrs.,Midnight,12/26/2022,,,,,,,,,,,
507,12/14/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Morning,12/14/2022,,,,,,,,,,,
508,12-10-2022,Sandwich,Fastfood,60,1,60,Cash,Mr.,Night,Wednesday,,,,,,,,,,,
509,10/26/2022,Vadapav,Fastfood,20,11,220,Online,Mr.,Evening,10/26/2022,,,,,,,,,,,
510,04-04-2022,Sandwich,Fastfood,60,14,840,Online,Mr.,Afternoon,Monday,,,,,,,,,,,
511,08-02-2022,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,
512,01-11-2023,Panipuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon,Wednesday,,,,,,,,,,,
513,7/16/2022,Cold coffee,Beverages,40,5,200,Cash,Mrs.,Night,7/16/2022,,,,,,,,,,,
514,8/24/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Evening,8/24/2022,,,,,,,,,,,
515,11-02-2022,Sandwich,Fastfood,60,7,420,,Mrs.,Night,Friday,,,,,,,,,,,
516,9/22/2022,Sugarcane juice,Beverages,25,12,300,Online,Mrs.,Midnight,9/22/2022,,,,,,,,,,,
517,07-02-2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Evening,Monday,,,,,,,,,,,
518,12-09-2022,Aalopuri,Fastfood,20,6,120,Cash,Mrs.,Morning,Monday,,,,,,,,,,,
519,11/25/2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Morning,11/25/2022,,,,,,,,,,,
520,04-03-2022,Panipuri,Fastfood,20,11,220,Online,Mrs.,Night,Friday,,,,,,,,,,,
521,1/27/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Morning,1/27/2023,,,,,,,,,,,
522,12/29/2022,Panipuri,Fastfood,20,13,260,Cash,Mrs.,Midnight,12/29/2022,,,,,,,,,,,
523,11-03-2022,Frankie,Fastfood,50,6,300,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
524,05-01-2022,Aalopuri,Fastfood,20,13,260,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,
525,05-04-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Midnight,Tuesday,,,,,,,,,,,
526,07-04-2022,Sandwich,Fastfood,60,10,600,Cash,Mrs.,Evening,Thursday,,,,,,,,,,,
527,01-06-2023,Sugarcane juice,Beverages,25,6,150,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,
528,07-01-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,
529,5/15/2022,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon,5/15/2022,,,,,,,,,,,
530,7/27/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Night,7/27/2022,,,,,,,,,,,
531,10-04-2022,Cold coffee,Beverages,40,10,400,Cash,Mr.,Night,Sunday,,,,,,,,,,,
532,3/27/2023,Panipuri,Fastfood,20,13,260,Online,Mrs.,Midnight,3/27/2023,,,,,,,,,,,
533,02-05-2023,Frankie,Fastfood,50,2,100,,Mrs.,Night,Tuesday,,,,,,,,,,,
534,5/16/2022,Vadapav,Fastfood,20,2,40,Online,Mrs.,Night,5/16/2022,,,,,,,,,,,
535,09-05-2022,Sandwich,Fastfood,60,4,240,Online,Mr.,Midnight,Monday,,,,,,,,,,,
536,03-01-2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Evening,Tuesday,,,,,,,,,,,
537,1/25/2023,Panipuri,Fastfood,20,3,60,Cash,Mr.,Evening,1/25/2023,,,,,,,,,,,
538,06-05-2022,Panipuri,Fastfood,20,7,140,Online,Mr.,Morning,Friday,,,,,,,,,,,
539,09-07-2022,Panipuri,Fastfood,20,3,60,Online,Mr.,Evening,Saturday,,,,,,,,,,,
540,5/27/2022,Vadapav,Fastfood,20,13,260,Cash,Mr.,Afternoon,5/27/2022,,,,,,,,,,,
541,7/30/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Night,7/30/2022,,,,,,,,,,,
542,08-04-2022,Sugarcane juice,Beverages,25,9,225,Cash,Mr.,Evening,Friday,,,,,,,,,,,
543,04-10-2022,Aalopuri,Fastfood,20,15,300,Cash,Mrs.,Evening,Tuesday,,,,,,,,,,,
544,12/14/2022,Sandwich,Fastfood,60,15,900,Online,Mrs.,Morning,12/14/2022,,,,,,,,,,,
545,01-01-2023,Sandwich,Fastfood,60,13,780,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,
546,07-09-2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,
547,5/14/2022,Cold coffee,Beverages,40,10,400,Online,Mr.,Morning,5/14/2022,,,,,,,,,,,
548,3/29/2023,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon,3/29/2023,,,,,,,,,,,
549,4/15/2022,Sugarcane juice,Beverages,25,3,75,Online,Mr.,Afternoon,4/15/2022,,,,,,,,,,,
550,11/15/2022,Cold coffee,Beverages,40,15,600,Online,Mr.,Afternoon,11/15/2022,,,,,,,,,,,
551,7/30/2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Evening,7/30/2022,,,,,,,,,,,
552,09-12-2022,Sugarcane juice,Beverages,25,15,375,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,
553,11-11-2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Evening,Friday,,,,,,,,,,,
554,03-09-2023,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,
555,4/16/2022,Sandwich,Fastfood,60,6,360,Cash,Mrs.,Evening,4/16/2022,,,,,,,,,,,
556,2/27/2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,2/27/2023,,,,,,,,,,,
557,6/30/2022,Sandwich,Fastfood,60,2,120,Cash,Mrs.,Evening,6/30/2022,,,,,,,,,,,
558,10-01-2022,Panipuri,Fastfood,20,5,100,Online,Mr.,Morning,Monday,,,,,,,,,,,
559,8/31/2022,Cold coffee,Beverages,40,5,200,Online,Mrs.,Night,8/31/2022,,,,,,,,,,,
560,12-10-2022,Sugarcane juice,Beverages,25,1,25,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,
561,6/13/2022,Panipuri,Fastfood,20,1,20,Cash,Mrs.,Midnight,6/13/2022,,,,,,,,,,,
562,08-09-2022,Frankie,Fastfood,50,4,200,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,
563,10/13/2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Evening,10/13/2022,,,,,,,,,,,
564,9/27/2022,Cold coffee,Beverages,40,2,80,,Mr.,Morning,9/27/2022,,,,,,,,,,,
565,9/27/2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Evening,9/27/2022,,,,,,,,,,,
566,7/19/2022,Frankie,Fastfood,50,3,150,Cash,Mr.,Evening,7/19/2022,,,,,,,,,,,
567,10/16/2022,Cold coffee,Beverages,40,7,280,Online,Mrs.,Afternoon,10/16/2022,,,,,,,,,,,
568,12/29/2022,Panipuri,Fastfood,20,12,240,,Mrs.,Afternoon,12/29/2022,,,,,,,,,,,
569,01-02-2023,Cold coffee,Beverages,40,15,600,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,
570,9/15/2022,Sugarcane juice,Beverages,25,4,100,Cash,Mr.,Morning,9/15/2022,,,,,,,,,,,
571,11/28/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Evening,11/28/2022,,,,,,,,,,,
572,04-02-2022,Sandwich,Fastfood,60,15,900,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
573,09-07-2022,Frankie,Fastfood,50,2,100,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,
574,10/22/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Night,10/22/2022,,,,,,,,,,,
575,12/24/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight,12/24/2022,,,,,,,,,,,
576,3/23/2023,Panipuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,3/23/2023,,,,,,,,,,,
577,09-06-2022,Cold coffee,Beverages,40,7,280,Cash,Mr.,Evening,Thursday,,,,,,,,,,,
578,6/30/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,6/30/2022,,,,,,,,,,,
579,4/27/2022,Panipuri,Fastfood,20,2,40,Cash,Mr.,Evening,4/27/2022,,,,,,,,,,,
580,07-01-2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Friday,,,,,,,,,,,
581,4/23/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mr.,Afternoon,4/23/2022,,,,,,,,,,,
582,05-12-2022,Aalopuri,Fastfood,20,13,260,Cash,Mr.,Morning,Monday,,,,,,,,,,,
583,5/31/2022,Frankie,Fastfood,50,8,400,Cash,Mr.,Night,5/31/2022,,,,,,,,,,,
584,12-04-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,
585,03-05-2023,Vadapav,Fastfood,20,11,220,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,
586,5/22/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Night,5/22/2022,,,,,,,,,,,
587,04-09-2022,Aalopuri,Fastfood,20,10,200,Cash,Mrs.,Night,Sunday,,,,,,,,,,,
588,6/16/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Morning,6/16/2022,,,,,,,,,,,
589,8/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Night,8/25/2022,,,,,,,,,,,
590,3/27/2023,Panipuri,Fastfood,20,15,300,Online,Mr.,Midnight,3/27/2023,,,,,,,,,,,
591,10-01-2022,Sandwich,Fastfood,60,13,780,Cash,Mrs.,Morning,Monday,,,,,,,,,,,
592,12-04-2022,Sugarcane juice,Beverages,25,7,175,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,
593,2/16/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,2/16/2023,,,,,,,,,,,
594,1/20/2023,Frankie,Fastfood,50,6,300,Cash,Mrs.,Morning,1/20/2023,,,,,,,,,,,
595,2/22/2023,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon,2/22/2023,,,,,,,,,,,
596,4/26/2022,Cold coffee,Beverages,40,1,40,Online,Mrs.,Night,4/26/2022,,,,,,,,,,,
597,11/30/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Midnight,11/30/2022,,,,,,,,,,,
598,08-02-2022,Cold coffee,Beverages,40,8,320,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
599,10-03-2022,Frankie,Fastfood,50,13,650,Cash,Mr.,Morning,Thursday,,,,,,,,,,,
600,12/24/2022,Panipuri,Fastfood,20,6,120,Cash,Mrs.,Morning,12/24/2022,,,,,,,,,,,
601,11-01-2022,Aalopuri,Fastfood,20,12,240,Online,Mr.,Morning,Tuesday,,,,,,,,,,,
602,8/27/2022,Aalopuri,Fastfood,20,10,200,Cash,Mr.,Night,8/27/2022,,,,,,,,,,,
603,8/31/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Afternoon,8/31/2022,,,,,,,,,,,
604,09-08-2022,Frankie,Fastfood,50,10,500,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,
605,04-04-2022,Cold coffee,Beverages,40,15,600,,Mrs.,Afternoon,Monday,,,,,,,,,,,
606,04-09-2022,Cold coffee,Beverages,40,6,240,Cash,Mrs.,Night,Sunday,,,,,,,,,,,
607,12/15/2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Afternoon,12/15/2022,,,,,,,,,,,
608,2/28/2023,Aalopuri,Fastfood,20,1,20,Online,Mr.,Midnight,2/28/2023,,,,,,,,,,,
609,02-07-2023,Aalopuri,Fastfood,20,14,280,,Mr.,Midnight,Sunday,,,,,,,,,,,
610,05-08-2022,Frankie,Fastfood,50,13,650,Online,Mrs.,Evening,Friday,,,,,,,,,,,
611,6/25/2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Morning,6/25/2022,,,,,,,,,,,
612,02-06-2023,Aalopuri,Fastfood,20,3,60,Online,Mr.,Midnight,Friday,,,,,,,,,,,
613,06-10-2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night,Thursday,,,,,,,,,,,
614,12/19/2022,Vadapav,Fastfood,20,2,40,,Mr.,Morning,12/19/2022,,,,,,,,,,,
615,8/14/2022,Sandwich,Fastfood,60,14,840,,Mr.,Morning,8/14/2022,,,,,,,,,,,
616,7/15/2022,Vadapav,Fastfood,20,6,120,Online,Mrs.,Midnight,7/15/2022,,,,,,,,,,,
617,6/28/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Night,6/28/2022,,,,,,,,,,,
618,04-08-2022,Frankie,Fastfood,50,1,50,Online,Mr.,Evening,Thursday,,,,,,,,,,,
619,09-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,Mrs.,Morning,Friday,,,,,,,,,,,
620,9/14/2022,Panipuri,Fastfood,20,12,240,Online,Mrs.,Evening,9/14/2022,,,,,,,,,,,
621,2/13/2023,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Evening,2/13/2023,,,,,,,,,,,
622,12/14/2022,Panipuri,Fastfood,20,13,260,Online,Mr.,Afternoon,12/14/2022,,,,,,,,,,,
623,04-02-2022,Cold coffee,Beverages,40,15,600,Cash,Mr.,Midnight,Friday,,,,,,,,,,,
624,03-08-2023,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,
625,6/17/2022,Sandwich,Fastfood,60,15,900,Online,Mr.,Morning,6/17/2022,,,,,,,,,,,
626,02-01-2023,Cold coffee,Beverages,40,15,600,Cash,Mr.,Night,Monday,,,,,,,,,,,
627,6/22/2022,Sugarcane juice,Beverages,25,15,375,Online,Mr.,Afternoon,6/22/2022,,,,,,,,,,,
628,05-02-2022,Cold coffee,Beverages,40,10,400,,Mrs.,Night,Saturday,,,,,,,,,,,
629,1/20/2023,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Evening,1/20/2023,,,,,,,,,,,
630,5/27/2022,Frankie,Fastfood,50,7,350,,Mrs.,Morning,5/27/2022,,,,,,,,,,,
631,07-01-2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Evening,Friday,,,,,,,,,,,
632,10/28/2022,Panipuri,Fastfood,20,9,180,Online,Mrs.,Night,10/28/2022,,,,,,,,,,,
633,5/24/2022,Cold coffee,Beverages,40,3,120,Online,Mr.,Evening,5/24/2022,,,,,,,,,,,
634,7/26/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Afternoon,7/26/2022,,,,,,,,,,,
635,02-06-2023,Vadapav,Fastfood,20,15,300,Online,Mrs.,Night,Friday,,,,,,,,,,,
636,4/26/2022,Cold coffee,Beverages,40,12,480,,Mr.,Morning,4/26/2022,,,,,,,,,,,
637,5/14/2022,Aalopuri,Fastfood,20,7,140,Cash,Mr.,Midnight,5/14/2022,,,,,,,,,,,
638,8/20/2022,Cold coffee,Beverages,40,11,440,Online,Mrs.,Afternoon,8/20/2022,,,,,,,,,,,
639,1/26/2023,Vadapav,Fastfood,20,14,280,Cash,Mrs.,Morning,1/26/2023,,,,,,,,,,,
640,01-04-2023,Sandwich,Fastfood,60,15,900,Online,Mr.,Night,Saturday,,,,,,,,,,,
641,02-09-2023,Vadapav,Fastfood,20,15,300,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,
642,05-09-2022,Cold coffee,Beverages,40,10,400,Online,Mrs.,Morning,Monday,,,,,,,,,,,
643,10/20/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Afternoon,10/20/2022,,,,,,,,,,,
644,02-03-2023,Panipuri,Fastfood,20,5,100,Online,Mrs.,Evening,Thursday,,,,,,,,,,,
645,7/26/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night,7/26/2022,,,,,,,,,,,
646,8/30/2022,Vadapav,Fastfood,20,14,280,Online,Mrs.,Afternoon,8/30/2022,,,,,,,,,,,
647,06-05-2022,Vadapav,Fastfood,20,3,60,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,
648,5/27/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,5/27/2022,,,,,,,,,,,
649,11-05-2022,Frankie,Fastfood,50,9,450,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,
650,04-07-2022,Sandwich,Fastfood,60,13,780,Online,Mrs.,Morning,Monday,,,,,,,,,,,
651,07-11-2022,Sandwich,Fastfood,60,10,600,Online,Mrs.,Midnight,Monday,,,,,,,,,,,
652,5/21/2022,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon,5/21/2022,,,,,,,,,,,
653,5/30/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Midnight,5/30/2022,,,,,,,,,,,
654,03-04-2023,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Morning,Monday,,,,,,,,,,,
655,6/30/2022,Sugarcane juice,Beverages,25,12,300,Online,Mr.,Morning,6/30/2022,,,,,,,,,,,
656,11/28/2022,Sandwich,Fastfood,60,6,360,Online,Mrs.,Midnight,11/28/2022,,,,,,,,,,,
657,01-10-2023,Cold coffee,Beverages,40,7,280,,Mr.,Midnight,Sunday,,,,,,,,,,,
658,10-10-2022,Aalopuri,Fastfood,20,12,240,,Mrs.,Afternoon,Monday,,,,,,,,,,,
659,1/21/2023,Panipuri,Fastfood,20,2,40,Online,Mr.,Afternoon,1/21/2023,,,,,,,,,,,
660,7/25/2022,Sandwich,Fastfood,60,9,540,Cash,Mrs.,Night,7/25/2022,,,,,,,,,,,
661,10-11-2022,Frankie,Fastfood,50,7,350,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,
662,2/15/2023,Panipuri,Fastfood,20,3,60,Online,Mrs.,Afternoon,2/15/2023,,,,,,,,,,,
663,02-05-2023,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Night,Tuesday,,,,,,,,,,,
664,10/31/2022,Frankie,Fastfood,50,10,500,Online,Mrs.,Morning,10/31/2022,,,,,,,,,,,
665,05-06-2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Evening,Sunday,,,,,,,,,,,
666,1/25/2023,Panipuri,Fastfood,20,9,180,Cash,Mr.,Evening,1/25/2023,,,,,,,,,,,
667,9/28/2022,Vadapav,Fastfood,20,3,60,Cash,Mrs.,Evening,9/28/2022,,,,,,,,,,,
668,05-11-2022,Aalopuri,Fastfood,20,4,80,Online,Mr.,Morning,Saturday,,,,,,,,,,,
669,3/18/2023,Sandwich,Fastfood,60,11,660,Online,Mr.,Evening,3/18/2023,,,,,,,,,,,
670,07-05-2022,Panipuri,Fastfood,20,15,300,Cash,Mr.,Night,Saturday,,,,,,,,,,,
671,10-09-2022,Sandwich,Fastfood,60,2,120,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,
672,11/24/2022,Cold coffee,Beverages,40,3,120,,Mrs.,Evening,11/24/2022,,,,,,,,,,,
673,9/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Midnight,9/17/2022,,,,,,,,,,,
674,7/17/2022,Sugarcane juice,Beverages,25,13,325,,Mr.,Morning,7/17/2022,,,,,,,,,,,
675,4/17/2022,Sandwich,Fastfood,60,12,720,Cash,Mr.,Night,4/17/2022,,,,,,,,,,,
676,05-04-2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Evening,Tuesday,,,,,,,,,,,
677,5/19/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Morning,5/19/2022,,,,,,,,,,,
678,5/23/2022,Aalopuri,Fastfood,20,3,60,Online,Mr.,Evening,5/23/2022,,,,,,,,,,,
679,11-02-2022,Sandwich,Fastfood,60,12,720,Online,Mr.,Morning,Friday,,,,,,,,,,,
680,4/20/2022,Cold coffee,Beverages,40,4,160,Cash,Mr.,Night,4/20/2022,,,,,,,,,,,
681,12-09-2022,Frankie,Fastfood,50,9,450,Online,Mrs.,Night,Monday,,,,,,,,,,,
682,10-11-2022,Aalopuri,Fastfood,20,14,280,Online,Mr.,Midnight,Thursday,,,,,,,,,,,
683,08-12-2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,
684,9/18/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Afternoon,9/18/2022,,,,,,,,,,,
685,5/20/2022,Aalopuri,Fastfood,20,3,60,Cash,Mrs.,Afternoon,5/20/2022,,,,,,,,,,,
686,11/25/2022,Cold coffee,Beverages,40,5,200,Cash,Mr.,Afternoon,11/25/2022,,,,,,,,,,,
687,12/18/2022,Vadapav,Fastfood,20,10,200,Cash,Mrs.,Midnight,12/18/2022,,,,,,,,,,,
688,5/14/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Afternoon,5/14/2022,,,,,,,,,,,
689,8/13/2022,Vadapav,Fastfood,20,6,120,Cash,Mrs.,Afternoon,8/13/2022,,,,,,,,,,,
690,10-05-2022,Vadapav,Fastfood,20,9,180,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,
691,04-01-2022,Sandwich,Fastfood,60,7,420,Cash,Mrs.,Evening,Tuesday,,,,,,,,,,,
692,1/13/2023,Frankie,Fastfood,50,14,700,Online,Mr.,Afternoon,1/13/2023,,,,,,,,,,,
693,11/29/2022,Sugarcane juice,Beverages,25,13,325,Online,Mrs.,Midnight,11/29/2022,,,,,,,,,,,
694,4/22/2022,Panipuri,Fastfood,20,14,280,Cash,Mr.,Midnight,4/22/2022,,,,,,,,,,,
695,8/24/2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Midnight,8/24/2022,,,,,,,,,,,
696,2/23/2023,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening,2/23/2023,,,,,,,,,,,
697,05-05-2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,
698,11/26/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,11/26/2022,,,,,,,,,,,
699,09-09-2022,Cold coffee,Beverages,40,1,40,Online,Mr.,Evening,Friday,,,,,,,,,,,
700,11/15/2022,Frankie,Fastfood,50,6,300,Cash,Mrs.,Evening,11/15/2022,,,,,,,,,,,
701,7/19/2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Evening,7/19/2022,,,,,,,,,,,
702,3/25/2023,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Afternoon,3/25/2023,,,,,,,,,,,
703,11-01-2022,Panipuri,Fastfood,20,10,200,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,
704,8/14/2022,Sandwich,Fastfood,60,1,60,Online,Mrs.,Evening,8/14/2022,,,,,,,,,,,
705,10-07-2022,Sandwich,Fastfood,60,6,360,Online,Mr.,Evening,Sunday,,,,,,,,,,,
706,02-05-2023,Frankie,Fastfood,50,8,400,Online,Mr.,Night,Tuesday,,,,,,,,,,,
707,12/16/2022,Panipuri,Fastfood,20,2,40,Online,Mr.,Night,12/16/2022,,,,,,,,,,,
708,3/15/2023,Sandwich,Fastfood,60,5,300,Cash,Mrs.,Midnight,3/15/2023,,,,,,,,,,,
709,2/22/2023,Cold coffee,Beverages,40,6,240,Cash,Mr.,Morning,2/22/2023,,,,,,,,,,,
710,3/15/2023,Sandwich,Fastfood,60,15,900,,Mr.,Night,3/15/2023,,,,,,,,,,,
711,10/30/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Afternoon,10/30/2022,,,,,,,,,,,
712,12/17/2022,Vadapav,Fastfood,20,3,60,Online,Mrs.,Midnight,12/17/2022,,,,,,,,,,,
713,12-02-2022,Sugarcane juice,Beverages,25,14,350,Online,Mrs.,Morning,Saturday,,,,,,,,,,,
714,12/14/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,12/14/2022,,,,,,,,,,,
715,04-12-2022,Sandwich,Fastfood,60,1,60,Online,Mr.,Morning,Sunday,,,,,,,,,,,
716,12-03-2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,
