order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,,received_by,time_of_sale,Day,,,,,,,,,,,,,,,,,,
409,15-09-2022,Aalopuri,Fastfood,20,9,180,Cash,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
410,23-11-2022,Aalopuri,Fastfood,20,15,300,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
411,20-11-2022,Panipuri,Fastfood,20,12,240,Cash,Cash,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
412,09-03-2023,Sugarcane juice,Beverages,25,14,350,,Credit,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
413,03-04-2022,Aalopuri,Fastfood,20,10,200,Online,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
414,21-01-2023,Cold coffee,Beverages,40,13,520,,Credit,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
415,05-12-2022,Vadapav,Fastfood,20,8,160,Online,Online,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
416,05-08-2022,Sandwich,Fastfood,60,9,540,,Credit,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
417,16-01-2023,Panipuri,Fastfood,20,3,60,Cash,Cash,Mr.,Evening,Monday,,,,,,,,,,,,,,,,,,
418,12-11-2022,Cold coffee,Beverages,40,7,280,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
419,08-10-2022,Sugarcane juice,Beverages,25,14,350,,Credit,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
420,30-01-2023,Frankie,Fastfood,50,13,650,Online,Online,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
421,24-03-2023,Cold coffee,Beverages,40,2,80,Online,Online,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
422,02-08-2022,Cold coffee,Beverages,40,7,280,Online,Online,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
423,21-10-2022,Frankie,Fastfood,50,7,350,Cash,Cash,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
424,21-04-2022,Sugarcane juice,Beverages,25,9,225,Online,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
425,17-08-2022,Panipuri,Fastfood,20,14,280,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
426,20-01-2023,Frankie,Fastfood,50,14,700,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
427,21-05-2022,Sandwich,Fastfood,60,2,120,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
428,24-12-2022,Sugarcane juice,Beverages,25,8,200,Online,Online,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
429,19-09-2022,Cold coffee,Beverages,40,3,120,Online,Online,Mr.,Night,Monday,,,,,,,,,,,,,,,,,,
430,05-11-2022,Sandwich,Fastfood,60,4,240,Online,Online,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
431,16-03-2023,Panipuri,Fastfood,20,6,120,Online,Online,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
432,27-03-2023,Panipuri,Fastfood,20,6,120,Online,Online,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
433,27-05-2022,Panipuri,Fastfood,20,14,280,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
434,21-08-2022,Aalopuri,Fastfood,20,12,240,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
435,08-05-2022,Sandwich,Fastfood,60,1,60,Cash,Cash,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
436,05-01-2023,Frankie,Fastfood,50,10,500,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
437,31-08-2022,Cold coffee,Beverages,40,1,40,,Credit,Mr.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
438,20-06-2022,Cold coffee,Beverages,40,5,200,Online,Online,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
439,30-09-2022,Frankie,Fastfood,50,13,650,Online,Online,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
440,28-11-2022,Aalopuri,Fastfood,20,7,140,Cash,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
441,02-11-2022,Aalopuri,Fastfood,20,1,20,Online,Online,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
442,22-08-2022,Sugarcane juice,Beverages,25,7,175,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
443,05-09-2022,Sugarcane juice,Beverages,25,12,300,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
444,28-09-2022,Frankie,Fastfood,50,4,200,,Credit,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
445,22-10-2022,Sandwich,Fastfood,60,14,840,Online,Online,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
446,31-08-2022,Cold coffee,Beverages,40,9,360,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
447,17-01-2023,Frankie,Fastfood,50,6,300,Online,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
448,27-07-2022,Vadapav,Fastfood,20,6,120,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
449,09-09-2022,Frankie,Fastfood,50,4,200,Cash,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
450,20-05-2022,Sugarcane juice,Beverages,25,1,25,Online,Online,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
451,15-03-2023,Sugarcane juice,Beverages,25,10,250,Cash,Cash,Mrs.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
452,25-12-2022,Frankie,Fastfood,50,5,250,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
453,20-10-2022,Sandwich,Fastfood,60,1,60,Online,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
454,07-03-2023,Sandwich,Fastfood,60,1,60,Online,Online,Mrs.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
455,01-03-2023,Cold coffee,Beverages,40,11,440,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
456,31-12-2022,Cold coffee,Beverages,40,13,520,,Credit,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
457,16-10-2022,Cold coffee,Beverages,40,11,440,Cash,Cash,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
458,12-09-2022,Sugarcane juice,Beverages,25,8,200,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
459,08-06-2022,Vadapav,Fastfood,20,14,280,Cash,Cash,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
460,20-11-2022,Aalopuri,Fastfood,20,2,40,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
461,22-07-2022,Sugarcane juice,Beverages,25,5,125,Cash,Cash,Mr.,Midnight,Friday,,,,,,,,,,,,,,,,,,
462,24-04-2022,Vadapav,Fastfood,20,3,60,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
463,11-06-2022,Sandwich,Fastfood,60,6,360,Online,Online,Mr.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
464,18-10-2022,Sugarcane juice,Beverages,25,13,325,Cash,Cash,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
465,15-01-2023,Sugarcane juice,Beverages,25,12,300,Online,Online,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
466,11-01-2023,Panipuri,Fastfood,20,6,120,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
467,17-10-2022,Aalopuri,Fastfood,20,11,220,Online,Online,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
468,08-09-2022,Panipuri,Fastfood,20,2,40,Cash,Cash,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
469,15-05-2022,Sandwich,Fastfood,60,7,420,Online,Online,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
470,29-09-2022,Vadapav,Fastfood,20,8,160,Cash,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
471,13-02-2023,Panipuri,Fastfood,20,7,140,Cash,Cash,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
472,11-01-2023,Panipuri,Fastfood,20,10,200,,Credit,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
473,04-09-2022,Sandwich,Fastfood,60,5,300,Cash,Cash,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
474,28-08-2022,Sugarcane juice,Beverages,25,15,375,Cash,Cash,Mrs.,Night,Sunday,,,,,,,,,,,,,,,,,,
475,24-02-2023,Cold coffee,Beverages,40,6,240,Cash,Cash,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
476,02-02-2023,Aalopuri,Fastfood,20,10,200,Cash,Cash,Mr.,Morning,Thursday,,,,,,,,,,,,,,,,,,
477,13-02-2023,Sandwich,Fastfood,60,15,900,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
478,27-12-2022,Sugarcane juice,Beverages,25,9,225,Cash,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
479,13-02-2023,Sandwich,Fastfood,60,11,660,Cash,Cash,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
480,02-10-2022,Vadapav,Fastfood,20,12,240,Cash,Cash,Mr.,Evening,Sunday,,,,,,,,,,,,,,,,,,
481,29-10-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
482,31-01-2023,Aalopuri,Fastfood,20,1,20,Online,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
483,27-04-2022,Panipuri,Fastfood,20,9,180,Cash,Cash,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
484,21-03-2023,Cold coffee,Beverages,40,5,200,Cash,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
485,26-02-2023,Aalopuri,Fastfood,20,6,120,Cash,Cash,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
486,14-02-2023,Vadapav,Fastfood,20,6,120,Cash,Cash,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
487,27-05-2022,Sandwich,Fastfood,60,9,540,Cash,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
488,21-09-2022,Cold coffee,Beverages,40,10,400,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
489,03-02-2023,Frankie,Fastfood,50,13,650,Online,Online,Mrs.,Evening,Friday,,,,,,,,,,,,,,,,,,
490,26-12-2022,Cold coffee,Beverages,40,8,320,Cash,Cash,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
491,31-05-2022,Vadapav,Fastfood,20,2,40,Online,Online,Mrs.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
492,11-07-2022,Sandwich,Fastfood,60,15,900,Cash,Cash,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
493,02-10-2022,Cold coffee,Beverages,40,2,80,Online,Online,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
494,14-01-2023,Cold coffee,Beverages,40,10,400,Cash,Cash,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
495,20-10-2022,Aalopuri,Fastfood,20,13,260,Online,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
496,07-11-2022,Cold coffee,Beverages,40,10,400,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
497,25-01-2023,Sandwich,Fastfood,60,7,420,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
498,16-06-2022,Frankie,Fastfood,50,1,50,Cash,Cash,Mr.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
499,27-07-2022,Sandwich,Fastfood,60,8,480,Online,Online,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
500,08-04-2022,Vadapav,Fastfood,20,4,80,Online,Online,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
501,09-08-2022,Sugarcane juice,Beverages,25,14,350,Online,Online,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
502,04-01-2023,Panipuri,Fastfood,20,13,260,Online,Online,Mr.,Night,Wednesday,,,,,,,,,,,,,,,,,,
503,04-11-2022,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
504,09-12-2022,Cold coffee,Beverages,40,8,320,Cash,Cash,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
505,12-02-2023,Frankie,Fastfood,50,4,200,Cash,Cash,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
506,26-12-2022,Cold coffee,Beverages,40,12,480,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
507,14-12-2022,Aalopuri,Fastfood,20,14,280,Online,Online,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
508,10-12-2022,Sandwich,Fastfood,60,1,60,Cash,Cash,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
509,26-10-2022,Vadapav,Fastfood,20,11,220,Online,Online,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
510,04-04-2022,Sandwich,Fastfood,60,14,840,Online,Online,Mr.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
511,02-08-2022,Panipuri,Fastfood,20,4,80,Cash,Cash,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
512,11-01-2023,Panipuri,Fastfood,20,3,60,Cash,Cash,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
513,16-07-2022,Cold coffee,Beverages,40,5,200,Cash,Cash,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
514,24-08-2022,Cold coffee,Beverages,40,8,320,Online,Online,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
515,02-11-2022,Sandwich,Fastfood,60,7,420,,Credit,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
516,22-09-2022,Sugarcane juice,Beverages,25,12,300,Online,Online,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
517,02-07-2022,Panipuri,Fastfood,20,13,260,Online,Online,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
518,09-12-2022,Aalopuri,Fastfood,20,6,120,Cash,Cash,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
519,25-11-2022,Cold coffee,Beverages,40,10,400,Cash,Cash,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
520,03-04-2022,Panipuri,Fastfood,20,11,220,Online,Online,Mrs.,Night,Sunday,,,,,,,,,,,,,,,,,,
521,27-01-2023,Panipuri,Fastfood,20,14,280,Online,Online,Mr.,Morning,Friday,,,,,,,,,,,,,,,,,,
522,29-12-2022,Panipuri,Fastfood,20,13,260,Cash,Cash,Mrs.,Midnight,Thursday,,,,,,,,,,,,,,,,,,
523,03-11-2022,Frankie,Fastfood,50,6,300,Cash,Cash,Mr.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
524,01-05-2022,Aalopuri,Fastfood,20,13,260,Online,Online,Mr.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
525,04-05-2022,Vadapav,Fastfood,20,3,60,Cash,Cash,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
526,04-07-2022,Sandwich,Fastfood,60,10,600,Cash,Cash,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
527,06-01-2023,Sugarcane juice,Beverages,25,6,150,Cash,Cash,Mrs.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
528,01-07-2022,Sugarcane juice,Beverages,25,7,175,Cash,Cash,Mrs.,Midnight,Friday,,,,,,,,,,,,,,,,,,
529,15-05-2022,Aalopuri,Fastfood,20,12,240,,Credit,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
530,27-07-2022,Panipuri,Fastfood,20,6,120,Cash,Cash,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
531,04-10-2022,Cold coffee,Beverages,40,10,400,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
532,27-03-2023,Panipuri,Fastfood,20,13,260,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
533,05-02-2023,Frankie,Fastfood,50,2,100,,Credit,Mrs.,Night,Sunday,,,,,,,,,,,,,,,,,,
534,16-05-2022,Vadapav,Fastfood,20,2,40,Online,Online,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
535,05-09-2022,Sandwich,Fastfood,60,4,240,Online,Online,Mr.,Midnight,Monday,,,,,,,,,,,,,,,,,,
536,01-03-2023,Sugarcane juice,Beverages,25,7,175,Cash,Cash,Mrs.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
537,25-01-2023,Panipuri,Fastfood,20,3,60,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
538,05-06-2022,Panipuri,Fastfood,20,7,140,Online,Online,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
539,07-09-2022,Panipuri,Fastfood,20,3,60,Online,Online,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
540,27-05-2022,Vadapav,Fastfood,20,13,260,Cash,Cash,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
541,30-07-2022,Panipuri,Fastfood,20,12,240,Cash,Cash,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
542,04-08-2022,Sugarcane juice,Beverages,25,9,225,Cash,Cash,Mr.,Evening,Thursday,,,,,,,,,,,,,,,,,,
543,10-04-2022,Aalopuri,Fastfood,20,15,300,Cash,Cash,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
544,14-12-2022,Sandwich,Fastfood,60,15,900,Online,Online,Mrs.,Morning,Wednesday,,,,,,,,,,,,,,,,,,
545,01-01-2023,Sandwich,Fastfood,60,13,780,Online,Online,Mrs.,Midnight,Sunday,,,,,,,,,,,,,,,,,,
546,09-07-2022,Aalopuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
547,14-05-2022,Cold coffee,Beverages,40,10,400,Online,Online,Mr.,Morning,Saturday,,,,,,,,,,,,,,,,,,
548,29-03-2023,Cold coffee,Beverages,40,14,560,Cash,Cash,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
549,15-04-2022,Sugarcane juice,Beverages,25,3,75,Online,Online,Mr.,Afternoon,Friday,,,,,,,,,,,,,,,,,,
550,15-11-2022,Cold coffee,Beverages,40,15,600,Online,Online,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
551,30-07-2022,Sugarcane juice,Beverages,25,7,175,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
552,12-09-2022,Sugarcane juice,Beverages,25,15,375,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
553,11-11-2022,Panipuri,Fastfood,20,14,280,Cash,Cash,Mr.,Evening,Friday,,,,,,,,,,,,,,,,,,
554,09-03-2023,Panipuri,Fastfood,20,4,80,Cash,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
555,16-04-2022,Sandwich,Fastfood,60,6,360,Cash,Cash,Mrs.,Evening,Saturday,,,,,,,,,,,,,,,,,,
556,27-02-2023,Vadapav,Fastfood,20,9,180,Cash,Cash,Mrs.,Night,Monday,,,,,,,,,,,,,,,,,,
557,30-06-2022,Sandwich,Fastfood,60,2,120,Cash,Cash,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
558,01-10-2022,Panipuri,Fastfood,20,5,100,Online,Online,Mr.,Morning,Saturday,,,,,,,,,,,,,,,,,,
559,31-08-2022,Cold coffee,Beverages,40,5,200,Online,Online,Mrs.,Night,Wednesday,,,,,,,,,,,,,,,,,,
560,10-12-2022,Sugarcane juice,Beverages,25,1,25,Cash,Cash,Mr.,Evening,Saturday,,,,,,,,,,,,,,,,,,
561,13-06-2022,Panipuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
562,09-08-2022,Frankie,Fastfood,50,4,200,Cash,Cash,Mr.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
563,13-10-2022,Frankie,Fastfood,50,7,350,Online,Online,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
564,27-09-2022,Cold coffee,Beverages,40,2,80,,Credit,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
565,27-09-2022,Panipuri,Fastfood,20,15,300,Cash,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
566,19-07-2022,Frankie,Fastfood,50,3,150,Cash,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
567,16-10-2022,Cold coffee,Beverages,40,7,280,Online,Online,Mrs.,Afternoon,Sunday,,,,,,,,,,,,,,,,,,
568,29-12-2022,Panipuri,Fastfood,20,12,240,,Credit,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
569,02-01-2023,Cold coffee,Beverages,40,15,600,Online,Online,Mrs.,Midnight,Monday,,,,,,,,,,,,,,,,,,
570,15-09-2022,Sugarcane juice,Beverages,25,4,100,Cash,Cash,Mr.,Morning,Thursday,,,,,,,,,,,,,,,,,,
571,28-11-2022,Sugarcane juice,Beverages,25,1,25,Cash,Cash,Mrs.,Evening,Monday,,,,,,,,,,,,,,,,,,
572,02-04-2022,Sandwich,Fastfood,60,15,900,Cash,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
573,07-09-2022,Frankie,Fastfood,50,2,100,Cash,Cash,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
574,22-10-2022,Aalopuri,Fastfood,20,1,20,Cash,Cash,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
575,24-12-2022,Vadapav,Fastfood,20,1,20,Online,Online,Mrs.,Midnight,Saturday,,,,,,,,,,,,,,,,,,
576,23-03-2023,Panipuri,Fastfood,20,12,240,Cash,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
577,06-09-2022,Cold coffee,Beverages,40,7,280,Cash,Cash,Mr.,Evening,Tuesday,,,,,,,,,,,,,,,,,,
578,30-06-2022,Frankie,Fastfood,50,5,250,Online,Online,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
579,27-04-2022,Panipuri,Fastfood,20,2,40,Cash,Cash,Mr.,Evening,Wednesday,,,,,,,,,,,,,,,,,,
580,01-07-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mr.,Night,Friday,,,,,,,,,,,,,,,,,,
581,23-04-2022,Sugarcane juice,Beverages,25,13,325,Cash,Cash,Mr.,Afternoon,Saturday,,,,,,,,,,,,,,,,,,
582,12-05-2022,Aalopuri,Fastfood,20,13,260,Cash,Cash,Mr.,Morning,Thursday,,,,,,,,,,,,,,,,,,
583,31-05-2022,Frankie,Fastfood,50,8,400,Cash,Cash,Mr.,Night,Tuesday,,,,,,,,,,,,,,,,,,
584,04-12-2022,Cold coffee,Beverages,40,15,600,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
585,05-03-2023,Vadapav,Fastfood,20,11,220,Cash,Cash,Mrs.,Morning,Sunday,,,,,,,,,,,,,,,,,,
586,22-05-2022,Sandwich,Fastfood,60,15,900,Online,Online,Mr.,Night,Sunday,,,,,,,,,,,,,,,,,,
587,09-04-2022,Aalopuri,Fastfood,20,10,200,Cash,Cash,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
588,16-06-2022,Frankie,Fastfood,50,11,550,Cash,Cash,Mrs.,Morning,Thursday,,,,,,,,,,,,,,,,,,
589,25-08-2022,Cold coffee,Beverages,40,5,200,Cash,Cash,Mr.,Night,Thursday,,,,,,,,,,,,,,,,,,
590,27-03-2023,Panipuri,Fastfood,20,15,300,Online,Online,Mr.,Midnight,Monday,,,,,,,,,,,,,,,,,,
591,01-10-2022,Sandwich,Fastfood,60,13,780,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
592,04-12-2022,Sugarcane juice,Beverages,25,7,175,Cash,Cash,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
593,16-02-2023,Sugarcane juice,Beverages,25,9,225,Cash,Cash,Mrs.,Evening,Thursday,,,,,,,,,,,,,,,,,,
594,20-01-2023,Frankie,Fastfood,50,6,300,Cash,Cash,Mrs.,Morning,Friday,,,,,,,,,,,,,,,,,,
595,22-02-2023,Frankie,Fastfood,50,9,450,Online,Online,Mr.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
596,26-04-2022,Cold coffee,Beverages,40,1,40,Online,Online,Mrs.,Night,Tuesday,,,,,,,,,,,,,,,,,,
597,30-11-2022,Panipuri,Fastfood,20,10,200,Online,Online,Mr.,Midnight,Wednesday,,,,,,,,,,,,,,,,,,
598,02-08-2022,Cold coffee,Beverages,40,8,320,Cash,Cash,Mrs.,Afternoon,Tuesday,,,,,,,,,,,,,,,,,,
599,03-10-2022,Frankie,Fastfood,50,13,650,Cash,Cash,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
600,24-12-2022,Panipuri,Fastfood,20,6,120,Cash,Cash,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
601,01-11-2022,Aalopuri,Fastfood,20,12,240,Online,Online,Mr.,Morning,Tuesday,,,,,,,,,,,,,,,,,,
602,27-08-2022,Aalopuri,Fastfood,20,10,200,Cash,Cash,Mr.,Night,Saturday,,,,,,,,,,,,,,,,,,
603,31-08-2022,Vadapav,Fastfood,20,10,200,Cash,Cash,Mrs.,Afternoon,Wednesday,,,,,,,,,,,,,,,,,,
604,08-09-2022,Frankie,Fastfood,50,10,500,Cash,Cash,Mrs.,Night,Thursday,,,,,,,,,,,,,,,,,,
605,04-04-2022,Cold coffee,Beverages,40,15,600,,Credit,Mrs.,Afternoon,Monday,,,,,,,,,,,,,,,,,,
606,09-04-2022,Cold coffee,Beverages,40,6,240,Cash,Cash,Mrs.,Night,Saturday,,,,,,,,,,,,,,,,,,
607,15-12-2022,Vadapav,Fastfood,20,9,180,Cash,Cash,Mrs.,Afternoon,Thursday,,,,,,,,,,,,,,,,,,
608,28-02-2023,Aalopuri,Fastfood,20,1,20,Online,Online,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
609,07-02-2023,Aalopuri,Fastfood,20,14,280,,Credit,Mr.,Midnight,Tuesday,,,,,,,,,,,,,,,,,,
610,08-05-2022,Frankie,Fastfood,50,13,650,Online,Online,Mrs.,Evening,Sunday,,,,,,,,,,,,,,,,,,
611,25-06-2022,Aalopuri,Fastfood,20,2,40,Online,Online,Mrs.,Morning,Saturday,,,,,,,,,,,,,,,,,,
612,06-02-2023,Aalopuri,Fastfood,20,3,60,Online,Online,Mr.,Midnight,Monday,,,,,,,,,,,,,,,,,,
613,10-06-2022,Vadapav,Fastfood,20,5,100,Online,Online,Mrs.,Night,Friday,,,,,,,,,,,,,,,,,,
614,19-12-2022,Vadapav,Fastfood,20,2,40,,Credit,Mr.,Morning,Monday,,,,,,,,,,,,,,,,,,
615,14-08-2022,Sandwich,Fastfood,60,14,840,,Credit,Mr.,Morning,Sunday,,,,,,,,,,,,,,,,,,
